Sequential ID,Traceability ID,Category,Scope,Rule description,HMRC reference,Publication title,Version,Page/paragraph identifier,URL,Last updated,Error code,Acceptance criteria,Verification procedure
1374,TDR-R-01374,Field-level requirement,Import declaration,Import H5: DE 6/17 Commodity Code - National Additional code(s) at I level is dependent; cardinality 99x; format -.,CDS 03 Declaration Technical Completion Matrix for Imports | v3.92 | Data Completion Rules!174,CDS 03 Declaration Technical Completion Matrix for Imports,v3.92,Data Completion Rules row 174,https://developer.service.hmrc.gov.uk/guides/customs-declarations-end-to-end-service-guide/documentation/resources/CDS_Technical_Documentation.zip,2026-02-19,CDS12070 | CDS10010 | xml_validation_error,"- Import declaration context is H5.
- 6/17 Commodity Code - National Additional code(s) at I level is dependent.
- Populate XML path Declaration/GoodsShipment/ GovernmentAgencyGoodsItem/ Commodity/ Classification only where this rule permits it.
- Respect cardinality 99x.
- Value conforms to HMRC format -.","1. Create a representative import declaration payload for H5.
2. Populate or omit 6/17 Commodity Code - National Additional code(s) according to the rule under test.
3. Run local schema validation against the HMRC-published XSD where applicable.
4. Run business-rule validation or submit in the correct HMRC environment for the message type.
5. Record whether the payload is accepted without the listed error code or pattern."
1375,TDR-R-01375,Field-level requirement,Import declaration,Import I1: DE 6/17 Commodity Code - National Additional code(s) at I level is dependent; cardinality 99x; format -.,CDS 03 Declaration Technical Completion Matrix for Imports | v3.92 | Data Completion Rules!174,CDS 03 Declaration Technical Completion Matrix for Imports,v3.92,Data Completion Rules row 174,https://developer.service.hmrc.gov.uk/guides/customs-declarations-end-to-end-service-guide/documentation/resources/CDS_Technical_Documentation.zip,2026-02-19,CDS12070 | CDS10010 | xml_validation_error,"- Import declaration context is I1.
- 6/17 Commodity Code - National Additional code(s) at I level is dependent.
- Populate XML path Declaration/GoodsShipment/ GovernmentAgencyGoodsItem/ Commodity/ Classification only where this rule permits it.
- Respect cardinality 99x.
- Value conforms to HMRC format -.","1. Create a representative import declaration payload for I1.
2. Populate or omit 6/17 Commodity Code - National Additional code(s) according to the rule under test.
3. Run local schema validation against the HMRC-published XSD where applicable.
4. Run business-rule validation or submit in the correct HMRC environment for the message type.
5. Record whether the payload is accepted without the listed error code or pattern."
1376,TDR-R-01376,Field-level requirement,Import declaration,Import I1 (B&E): DE 6/17 Commodity Code - National Additional code(s) at I level is dependent; cardinality 99x; format -.,CDS 03 Declaration Technical Completion Matrix for Imports | v3.92 | Data Completion Rules!174,CDS 03 Declaration Technical Completion Matrix for Imports,v3.92,Data Completion Rules row 174,https://developer.service.hmrc.gov.uk/guides/customs-declarations-end-to-end-service-guide/documentation/resources/CDS_Technical_Documentation.zip,2026-02-19,CDS12070 | CDS10010 | xml_validation_error,"- Import declaration context is I1 (B&E).
- 6/17 Commodity Code - National Additional code(s) at I level is dependent.
- Populate XML path Declaration/GoodsShipment/ GovernmentAgencyGoodsItem/ Commodity/ Classification only where this rule permits it.
- Respect cardinality 99x.
- Value conforms to HMRC format -.","1. Create a representative import declaration payload for I1 (B&E).
2. Populate or omit 6/17 Commodity Code - National Additional code(s) according to the rule under test.
3. Run local schema validation against the HMRC-published XSD where applicable.
4. Run business-rule validation or submit in the correct HMRC environment for the message type.
5. Record whether the payload is accepted without the listed error code or pattern."
1377,TDR-R-01377,Field-level requirement,Import declaration,Import H1: DE 6/17 Commodity Code - National Additional code(s) - Identifier at I level is mandatory when the group-level item is present; cardinality 1:1; format an4.,CDS 03 Declaration Technical Completion Matrix for Imports | v3.92 | Data Completion Rules!175,CDS 03 Declaration Technical Completion Matrix for Imports,v3.92,Data Completion Rules row 175,https://developer.service.hmrc.gov.uk/guides/customs-declarations-end-to-end-service-guide/documentation/resources/CDS_Technical_Documentation.zip,2026-02-19,CDS10001 | CDS10010 | xml_validation_error,"- Import declaration context is H1.
- 6/17 Commodity Code - National Additional code(s) - Identifier at I level is mandatory when the group-level item is present.
- Populate XML path Declaration/GoodsShipment/ GovernmentAgencyGoodsItem/ Commodity/ Classification/ ID only where this rule permits it.
- Respect cardinality 1:1.
- Value conforms to HMRC format an4.","1. Create a representative import declaration payload for H1.
2. Populate or omit 6/17 Commodity Code - National Additional code(s) - Identifier according to the rule under test.
3. Run local schema validation against the HMRC-published XSD where applicable.
4. Run business-rule validation or submit in the correct HMRC environment for the message type.
5. Record whether the payload is accepted without the listed error code or pattern."
1378,TDR-R-01378,Field-level requirement,Import declaration,Import H2: DE 6/17 Commodity Code - National Additional code(s) - Identifier at I level is mandatory when the group-level item is present; cardinality 1:1; format an4.,CDS 03 Declaration Technical Completion Matrix for Imports | v3.92 | Data Completion Rules!175,CDS 03 Declaration Technical Completion Matrix for Imports,v3.92,Data Completion Rules row 175,https://developer.service.hmrc.gov.uk/guides/customs-declarations-end-to-end-service-guide/documentation/resources/CDS_Technical_Documentation.zip,2026-02-19,CDS10001 | CDS10010 | xml_validation_error,"- Import declaration context is H2.
- 6/17 Commodity Code - National Additional code(s) - Identifier at I level is mandatory when the group-level item is present.
- Populate XML path Declaration/GoodsShipment/ GovernmentAgencyGoodsItem/ Commodity/ Classification/ ID only where this rule permits it.
- Respect cardinality 1:1.
- Value conforms to HMRC format an4.","1. Create a representative import declaration payload for H2.
2. Populate or omit 6/17 Commodity Code - National Additional code(s) - Identifier according to the rule under test.
3. Run local schema validation against the HMRC-published XSD where applicable.
4. Run business-rule validation or submit in the correct HMRC environment for the message type.
5. Record whether the payload is accepted without the listed error code or pattern."
1379,TDR-R-01379,Field-level requirement,Import declaration,Import H3: DE 6/17 Commodity Code - National Additional code(s) - Identifier at I level is mandatory when the group-level item is present; cardinality 1:1; format an4.,CDS 03 Declaration Technical Completion Matrix for Imports | v3.92 | Data Completion Rules!175,CDS 03 Declaration Technical Completion Matrix for Imports,v3.92,Data Completion Rules row 175,https://developer.service.hmrc.gov.uk/guides/customs-declarations-end-to-end-service-guide/documentation/resources/CDS_Technical_Documentation.zip,2026-02-19,CDS10001 | CDS10010 | xml_validation_error,"- Import declaration context is H3.
- 6/17 Commodity Code - National Additional code(s) - Identifier at I level is mandatory when the group-level item is present.
- Populate XML path Declaration/GoodsShipment/ GovernmentAgencyGoodsItem/ Commodity/ Classification/ ID only where this rule permits it.
- Respect cardinality 1:1.
- Value conforms to HMRC format an4.","1. Create a representative import declaration payload for H3.
2. Populate or omit 6/17 Commodity Code - National Additional code(s) - Identifier according to the rule under test.
3. Run local schema validation against the HMRC-published XSD where applicable.
4. Run business-rule validation or submit in the correct HMRC environment for the message type.
5. Record whether the payload is accepted without the listed error code or pattern."
1380,TDR-R-01380,Field-level requirement,Import declaration,Import H4: DE 6/17 Commodity Code - National Additional code(s) - Identifier at I level is mandatory when the group-level item is present; cardinality 1:1; format an4.,CDS 03 Declaration Technical Completion Matrix for Imports | v3.92 | Data Completion Rules!175,CDS 03 Declaration Technical Completion Matrix for Imports,v3.92,Data Completion Rules row 175,https://developer.service.hmrc.gov.uk/guides/customs-declarations-end-to-end-service-guide/documentation/resources/CDS_Technical_Documentation.zip,2026-02-19,CDS10001 | CDS10010 | xml_validation_error,"- Import declaration context is H4.
- 6/17 Commodity Code - National Additional code(s) - Identifier at I level is mandatory when the group-level item is present.
- Populate XML path Declaration/GoodsShipment/ GovernmentAgencyGoodsItem/ Commodity/ Classification/ ID only where this rule permits it.
- Respect cardinality 1:1.
- Value conforms to HMRC format an4.","1. Create a representative import declaration payload for H4.
2. Populate or omit 6/17 Commodity Code - National Additional code(s) - Identifier according to the rule under test.
3. Run local schema validation against the HMRC-published XSD where applicable.
4. Run business-rule validation or submit in the correct HMRC environment for the message type.
5. Record whether the payload is accepted without the listed error code or pattern."
1381,TDR-R-01381,Field-level requirement,Import declaration,Import H5: DE 6/17 Commodity Code - National Additional code(s) - Identifier at I level is mandatory when the group-level item is present; cardinality 1:1; format an4.,CDS 03 Declaration Technical Completion Matrix for Imports | v3.92 | Data Completion Rules!175,CDS 03 Declaration Technical Completion Matrix for Imports,v3.92,Data Completion Rules row 175,https://developer.service.hmrc.gov.uk/guides/customs-declarations-end-to-end-service-guide/documentation/resources/CDS_Technical_Documentation.zip,2026-02-19,CDS10001 | CDS10010 | xml_validation_error,"- Import declaration context is H5.
- 6/17 Commodity Code - National Additional code(s) - Identifier at I level is mandatory when the group-level item is present.
- Populate XML path Declaration/GoodsShipment/ GovernmentAgencyGoodsItem/ Commodity/ Classification/ ID only where this rule permits it.
- Respect cardinality 1:1.
- Value conforms to HMRC format an4.","1. Create a representative import declaration payload for H5.
2. Populate or omit 6/17 Commodity Code - National Additional code(s) - Identifier according to the rule under test.
3. Run local schema validation against the HMRC-published XSD where applicable.
4. Run business-rule validation or submit in the correct HMRC environment for the message type.
5. Record whether the payload is accepted without the listed error code or pattern."
1382,TDR-R-01382,Field-level requirement,Import declaration,Import I1: DE 6/17 Commodity Code - National Additional code(s) - Identifier at I level is mandatory when the group-level item is present; cardinality 1:1; format an4.,CDS 03 Declaration Technical Completion Matrix for Imports | v3.92 | Data Completion Rules!175,CDS 03 Declaration Technical Completion Matrix for Imports,v3.92,Data Completion Rules row 175,https://developer.service.hmrc.gov.uk/guides/customs-declarations-end-to-end-service-guide/documentation/resources/CDS_Technical_Documentation.zip,2026-02-19,CDS10001 | CDS10010 | xml_validation_error,"- Import declaration context is I1.
- 6/17 Commodity Code - National Additional code(s) - Identifier at I level is mandatory when the group-level item is present.
- Populate XML path Declaration/GoodsShipment/ GovernmentAgencyGoodsItem/ Commodity/ Classification/ ID only where this rule permits it.
- Respect cardinality 1:1.
- Value conforms to HMRC format an4.","1. Create a representative import declaration payload for I1.
2. Populate or omit 6/17 Commodity Code - National Additional code(s) - Identifier according to the rule under test.
3. Run local schema validation against the HMRC-published XSD where applicable.
4. Run business-rule validation or submit in the correct HMRC environment for the message type.
5. Record whether the payload is accepted without the listed error code or pattern."
1383,TDR-R-01383,Field-level requirement,Import declaration,Import I1 (B&E): DE 6/17 Commodity Code - National Additional code(s) - Identifier at I level is mandatory when the group-level item is present; cardinality 1:1; format an4.,CDS 03 Declaration Technical Completion Matrix for Imports | v3.92 | Data Completion Rules!175,CDS 03 Declaration Technical Completion Matrix for Imports,v3.92,Data Completion Rules row 175,https://developer.service.hmrc.gov.uk/guides/customs-declarations-end-to-end-service-guide/documentation/resources/CDS_Technical_Documentation.zip,2026-02-19,CDS10001 | CDS10010 | xml_validation_error,"- Import declaration context is I1 (B&E).
- 6/17 Commodity Code - National Additional code(s) - Identifier at I level is mandatory when the group-level item is present.
- Populate XML path Declaration/GoodsShipment/ GovernmentAgencyGoodsItem/ Commodity/ Classification/ ID only where this rule permits it.
- Respect cardinality 1:1.
- Value conforms to HMRC format an4.","1. Create a representative import declaration payload for I1 (B&E).
2. Populate or omit 6/17 Commodity Code - National Additional code(s) - Identifier according to the rule under test.
3. Run local schema validation against the HMRC-published XSD where applicable.
4. Run business-rule validation or submit in the correct HMRC environment for the message type.
5. Record whether the payload is accepted without the listed error code or pattern."
1384,TDR-R-01384,Field-level requirement,Import declaration,Import C21I EIDR: DE 6/17 Commodity Code - National Additional code(s) - Identifier at I level is mandatory when the group-level item is present; cardinality 1:1; format an4.,CDS 03 Declaration Technical Completion Matrix for Imports | v3.92 | Data Completion Rules!175,CDS 03 Declaration Technical Completion Matrix for Imports,v3.92,Data Completion Rules row 175,https://developer.service.hmrc.gov.uk/guides/customs-declarations-end-to-end-service-guide/documentation/resources/CDS_Technical_Documentation.zip,2026-02-19,CDS10001 | CDS10010 | xml_validation_error,"- Import declaration context is C21I EIDR.
- 6/17 Commodity Code - National Additional code(s) - Identifier at I level is mandatory when the group-level item is present.
- Populate XML path Declaration/GoodsShipment/ GovernmentAgencyGoodsItem/ Commodity/ Classification/ ID only where this rule permits it.
- Respect cardinality 1:1.
- Value conforms to HMRC format an4.","1. Create a representative import declaration payload for C21I EIDR.
2. Populate or omit 6/17 Commodity Code - National Additional code(s) - Identifier according to the rule under test.
3. Run local schema validation against the HMRC-published XSD where applicable.
4. Run business-rule validation or submit in the correct HMRC environment for the message type.
5. Record whether the payload is accepted without the listed error code or pattern."
1385,TDR-R-01385,Field-level requirement,Import declaration,Import H1: DE 6/17 Commodity Code - National Additional code(s) - Type Code at I level is mandatory when the group-level item is present; cardinality 1:1; format a2.,CDS 03 Declaration Technical Completion Matrix for Imports | v3.92 | Data Completion Rules!176,CDS 03 Declaration Technical Completion Matrix for Imports,v3.92,Data Completion Rules row 176,https://developer.service.hmrc.gov.uk/guides/customs-declarations-end-to-end-service-guide/documentation/resources/CDS_Technical_Documentation.zip,2026-02-19,CDS10001 | CDS10010 | xml_validation_error | CDS10020,"- Import declaration context is H1.
- 6/17 Commodity Code - National Additional code(s) - Type Code at I level is mandatory when the group-level item is present.
- Populate XML path Declaration/GoodsShipment/ GovernmentAgencyGoodsItem/ Commodity/ Classification/ IdentificationTypeCode only where this rule permits it.
- Respect cardinality 1:1.
- Value conforms to HMRC format a2.
- Value is drawn from HMRC codelist CommodityClassificationType for these items.","1. Create a representative import declaration payload for H1.
2. Populate or omit 6/17 Commodity Code - National Additional code(s) - Type Code according to the rule under test.
3. Run local schema validation against the HMRC-published XSD where applicable.
4. Run business-rule validation or submit in the correct HMRC environment for the message type.
5. Record whether the payload is accepted without the listed error code or pattern."
1386,TDR-R-01386,Field-level requirement,Import declaration,Import H2: DE 6/17 Commodity Code - National Additional code(s) - Type Code at I level is mandatory when the group-level item is present; cardinality 1:1; format a2.,CDS 03 Declaration Technical Completion Matrix for Imports | v3.92 | Data Completion Rules!176,CDS 03 Declaration Technical Completion Matrix for Imports,v3.92,Data Completion Rules row 176,https://developer.service.hmrc.gov.uk/guides/customs-declarations-end-to-end-service-guide/documentation/resources/CDS_Technical_Documentation.zip,2026-02-19,CDS10001 | CDS10010 | xml_validation_error | CDS10020,"- Import declaration context is H2.
- 6/17 Commodity Code - National Additional code(s) - Type Code at I level is mandatory when the group-level item is present.
- Populate XML path Declaration/GoodsShipment/ GovernmentAgencyGoodsItem/ Commodity/ Classification/ IdentificationTypeCode only where this rule permits it.
- Respect cardinality 1:1.
- Value conforms to HMRC format a2.
- Value is drawn from HMRC codelist CommodityClassificationType for these items.","1. Create a representative import declaration payload for H2.
2. Populate or omit 6/17 Commodity Code - National Additional code(s) - Type Code according to the rule under test.
3. Run local schema validation against the HMRC-published XSD where applicable.
4. Run business-rule validation or submit in the correct HMRC environment for the message type.
5. Record whether the payload is accepted without the listed error code or pattern."
1387,TDR-R-01387,Field-level requirement,Import declaration,Import H3: DE 6/17 Commodity Code - National Additional code(s) - Type Code at I level is mandatory when the group-level item is present; cardinality 1:1; format a2.,CDS 03 Declaration Technical Completion Matrix for Imports | v3.92 | Data Completion Rules!176,CDS 03 Declaration Technical Completion Matrix for Imports,v3.92,Data Completion Rules row 176,https://developer.service.hmrc.gov.uk/guides/customs-declarations-end-to-end-service-guide/documentation/resources/CDS_Technical_Documentation.zip,2026-02-19,CDS10001 | CDS10010 | xml_validation_error | CDS10020,"- Import declaration context is H3.
- 6/17 Commodity Code - National Additional code(s) - Type Code at I level is mandatory when the group-level item is present.
- Populate XML path Declaration/GoodsShipment/ GovernmentAgencyGoodsItem/ Commodity/ Classification/ IdentificationTypeCode only where this rule permits it.
- Respect cardinality 1:1.
- Value conforms to HMRC format a2.
- Value is drawn from HMRC codelist CommodityClassificationType for these items.","1. Create a representative import declaration payload for H3.
2. Populate or omit 6/17 Commodity Code - National Additional code(s) - Type Code according to the rule under test.
3. Run local schema validation against the HMRC-published XSD where applicable.
4. Run business-rule validation or submit in the correct HMRC environment for the message type.
5. Record whether the payload is accepted without the listed error code or pattern."
1388,TDR-R-01388,Field-level requirement,Import declaration,Import H4: DE 6/17 Commodity Code - National Additional code(s) - Type Code at I level is mandatory when the group-level item is present; cardinality 1:1; format a2.,CDS 03 Declaration Technical Completion Matrix for Imports | v3.92 | Data Completion Rules!176,CDS 03 Declaration Technical Completion Matrix for Imports,v3.92,Data Completion Rules row 176,https://developer.service.hmrc.gov.uk/guides/customs-declarations-end-to-end-service-guide/documentation/resources/CDS_Technical_Documentation.zip,2026-02-19,CDS10001 | CDS10010 | xml_validation_error | CDS10020,"- Import declaration context is H4.
- 6/17 Commodity Code - National Additional code(s) - Type Code at I level is mandatory when the group-level item is present.
- Populate XML path Declaration/GoodsShipment/ GovernmentAgencyGoodsItem/ Commodity/ Classification/ IdentificationTypeCode only where this rule permits it.
- Respect cardinality 1:1.
- Value conforms to HMRC format a2.
- Value is drawn from HMRC codelist CommodityClassificationType for these items.","1. Create a representative import declaration payload for H4.
2. Populate or omit 6/17 Commodity Code - National Additional code(s) - Type Code according to the rule under test.
3. Run local schema validation against the HMRC-published XSD where applicable.
4. Run business-rule validation or submit in the correct HMRC environment for the message type.
5. Record whether the payload is accepted without the listed error code or pattern."
1389,TDR-R-01389,Field-level requirement,Import declaration,Import H5: DE 6/17 Commodity Code - National Additional code(s) - Type Code at I level is mandatory when the group-level item is present; cardinality 1:1; format a2.,CDS 03 Declaration Technical Completion Matrix for Imports | v3.92 | Data Completion Rules!176,CDS 03 Declaration Technical Completion Matrix for Imports,v3.92,Data Completion Rules row 176,https://developer.service.hmrc.gov.uk/guides/customs-declarations-end-to-end-service-guide/documentation/resources/CDS_Technical_Documentation.zip,2026-02-19,CDS10001 | CDS10010 | xml_validation_error | CDS10020,"- Import declaration context is H5.
- 6/17 Commodity Code - National Additional code(s) - Type Code at I level is mandatory when the group-level item is present.
- Populate XML path Declaration/GoodsShipment/ GovernmentAgencyGoodsItem/ Commodity/ Classification/ IdentificationTypeCode only where this rule permits it.
- Respect cardinality 1:1.
- Value conforms to HMRC format a2.
- Value is drawn from HMRC codelist CommodityClassificationType for these items.","1. Create a representative import declaration payload for H5.
2. Populate or omit 6/17 Commodity Code - National Additional code(s) - Type Code according to the rule under test.
3. Run local schema validation against the HMRC-published XSD where applicable.
4. Run business-rule validation or submit in the correct HMRC environment for the message type.
5. Record whether the payload is accepted without the listed error code or pattern."
1390,TDR-R-01390,Field-level requirement,Import declaration,Import I1: DE 6/17 Commodity Code - National Additional code(s) - Type Code at I level is mandatory when the group-level item is present; cardinality 1:1; format a2.,CDS 03 Declaration Technical Completion Matrix for Imports | v3.92 | Data Completion Rules!176,CDS 03 Declaration Technical Completion Matrix for Imports,v3.92,Data Completion Rules row 176,https://developer.service.hmrc.gov.uk/guides/customs-declarations-end-to-end-service-guide/documentation/resources/CDS_Technical_Documentation.zip,2026-02-19,CDS10001 | CDS10010 | xml_validation_error | CDS10020,"- Import declaration context is I1.
- 6/17 Commodity Code - National Additional code(s) - Type Code at I level is mandatory when the group-level item is present.
- Populate XML path Declaration/GoodsShipment/ GovernmentAgencyGoodsItem/ Commodity/ Classification/ IdentificationTypeCode only where this rule permits it.
- Respect cardinality 1:1.
- Value conforms to HMRC format a2.
- Value is drawn from HMRC codelist CommodityClassificationType for these items.","1. Create a representative import declaration payload for I1.
2. Populate or omit 6/17 Commodity Code - National Additional code(s) - Type Code according to the rule under test.
3. Run local schema validation against the HMRC-published XSD where applicable.
4. Run business-rule validation or submit in the correct HMRC environment for the message type.
5. Record whether the payload is accepted without the listed error code or pattern."
1391,TDR-R-01391,Field-level requirement,Import declaration,Import I1 (B&E): DE 6/17 Commodity Code - National Additional code(s) - Type Code at I level is mandatory when the group-level item is present; cardinality 1:1; format a2.,CDS 03 Declaration Technical Completion Matrix for Imports | v3.92 | Data Completion Rules!176,CDS 03 Declaration Technical Completion Matrix for Imports,v3.92,Data Completion Rules row 176,https://developer.service.hmrc.gov.uk/guides/customs-declarations-end-to-end-service-guide/documentation/resources/CDS_Technical_Documentation.zip,2026-02-19,CDS10001 | CDS10010 | xml_validation_error | CDS10020,"- Import declaration context is I1 (B&E).
- 6/17 Commodity Code - National Additional code(s) - Type Code at I level is mandatory when the group-level item is present.
- Populate XML path Declaration/GoodsShipment/ GovernmentAgencyGoodsItem/ Commodity/ Classification/ IdentificationTypeCode only where this rule permits it.
- Respect cardinality 1:1.
- Value conforms to HMRC format a2.
- Value is drawn from HMRC codelist CommodityClassificationType for these items.","1. Create a representative import declaration payload for I1 (B&E).
2. Populate or omit 6/17 Commodity Code - National Additional code(s) - Type Code according to the rule under test.
3. Run local schema validation against the HMRC-published XSD where applicable.
4. Run business-rule validation or submit in the correct HMRC environment for the message type.
5. Record whether the payload is accepted without the listed error code or pattern."
1392,TDR-R-01392,Field-level requirement,Import declaration,Import C21I EIDR: DE 6/17 Commodity Code - National Additional code(s) - Type Code at I level is mandatory when the group-level item is present; cardinality 1:1; format a2.,CDS 03 Declaration Technical Completion Matrix for Imports | v3.92 | Data Completion Rules!176,CDS 03 Declaration Technical Completion Matrix for Imports,v3.92,Data Completion Rules row 176,https://developer.service.hmrc.gov.uk/guides/customs-declarations-end-to-end-service-guide/documentation/resources/CDS_Technical_Documentation.zip,2026-02-19,CDS10001 | CDS10010 | xml_validation_error | CDS10020,"- Import declaration context is C21I EIDR.
- 6/17 Commodity Code - National Additional code(s) - Type Code at I level is mandatory when the group-level item is present.
- Populate XML path Declaration/GoodsShipment/ GovernmentAgencyGoodsItem/ Commodity/ Classification/ IdentificationTypeCode only where this rule permits it.
- Respect cardinality 1:1.
- Value conforms to HMRC format a2.
- Value is drawn from HMRC codelist CommodityClassificationType for these items.","1. Create a representative import declaration payload for C21I EIDR.
2. Populate or omit 6/17 Commodity Code - National Additional code(s) - Type Code according to the rule under test.
3. Run local schema validation against the HMRC-published XSD where applicable.
4. Run business-rule validation or submit in the correct HMRC environment for the message type.
5. Record whether the payload is accepted without the listed error code or pattern."
1393,TDR-R-01393,Field-level requirement,Import declaration,Import H1: DE 6/18 Total Packages at H level is mandatory; cardinality 1x; format n..8.,CDS 03 Declaration Technical Completion Matrix for Imports | v3.92 | Data Completion Rules!177,CDS 03 Declaration Technical Completion Matrix for Imports,v3.92,Data Completion Rules row 177,https://developer.service.hmrc.gov.uk/guides/customs-declarations-end-to-end-service-guide/documentation/resources/CDS_Technical_Documentation.zip,2026-02-19,CDS10001 | CDS10010 | xml_validation_error,"- Import declaration context is H1.
- 6/18 Total Packages at H level is mandatory.
- Populate XML path Declaration/ TotalPackageQuantity only where this rule permits it.
- Respect cardinality 1x.
- Value conforms to HMRC format n..8.","1. Create a representative import declaration payload for H1.
2. Populate or omit 6/18 Total Packages according to the rule under test.
3. Run local schema validation against the HMRC-published XSD where applicable.
4. Run business-rule validation or submit in the correct HMRC environment for the message type.
5. Record whether the payload is accepted without the listed error code or pattern."
1394,TDR-R-01394,Field-level requirement,Import declaration,Import H2: DE 6/18 Total Packages at H level is mandatory; cardinality 1x; format n..8.,CDS 03 Declaration Technical Completion Matrix for Imports | v3.92 | Data Completion Rules!177,CDS 03 Declaration Technical Completion Matrix for Imports,v3.92,Data Completion Rules row 177,https://developer.service.hmrc.gov.uk/guides/customs-declarations-end-to-end-service-guide/documentation/resources/CDS_Technical_Documentation.zip,2026-02-19,CDS10001 | CDS10010 | xml_validation_error,"- Import declaration context is H2.
- 6/18 Total Packages at H level is mandatory.
- Populate XML path Declaration/ TotalPackageQuantity only where this rule permits it.
- Respect cardinality 1x.
- Value conforms to HMRC format n..8.","1. Create a representative import declaration payload for H2.
2. Populate or omit 6/18 Total Packages according to the rule under test.
3. Run local schema validation against the HMRC-published XSD where applicable.
4. Run business-rule validation or submit in the correct HMRC environment for the message type.
5. Record whether the payload is accepted without the listed error code or pattern."
1395,TDR-R-01395,Field-level requirement,Import declaration,Import H3: DE 6/18 Total Packages at H level is mandatory; cardinality 1x; format n..8.,CDS 03 Declaration Technical Completion Matrix for Imports | v3.92 | Data Completion Rules!177,CDS 03 Declaration Technical Completion Matrix for Imports,v3.92,Data Completion Rules row 177,https://developer.service.hmrc.gov.uk/guides/customs-declarations-end-to-end-service-guide/documentation/resources/CDS_Technical_Documentation.zip,2026-02-19,CDS10001 | CDS10010 | xml_validation_error,"- Import declaration context is H3.
- 6/18 Total Packages at H level is mandatory.
- Populate XML path Declaration/ TotalPackageQuantity only where this rule permits it.
- Respect cardinality 1x.
- Value conforms to HMRC format n..8.","1. Create a representative import declaration payload for H3.
2. Populate or omit 6/18 Total Packages according to the rule under test.
3. Run local schema validation against the HMRC-published XSD where applicable.
4. Run business-rule validation or submit in the correct HMRC environment for the message type.
5. Record whether the payload is accepted without the listed error code or pattern."
1396,TDR-R-01396,Field-level requirement,Import declaration,Import H4: DE 6/18 Total Packages at H level is mandatory; cardinality 1x; format n..8.,CDS 03 Declaration Technical Completion Matrix for Imports | v3.92 | Data Completion Rules!177,CDS 03 Declaration Technical Completion Matrix for Imports,v3.92,Data Completion Rules row 177,https://developer.service.hmrc.gov.uk/guides/customs-declarations-end-to-end-service-guide/documentation/resources/CDS_Technical_Documentation.zip,2026-02-19,CDS10001 | CDS10010 | xml_validation_error,"- Import declaration context is H4.
- 6/18 Total Packages at H level is mandatory.
- Populate XML path Declaration/ TotalPackageQuantity only where this rule permits it.
- Respect cardinality 1x.
- Value conforms to HMRC format n..8.","1. Create a representative import declaration payload for H4.
2. Populate or omit 6/18 Total Packages according to the rule under test.
3. Run local schema validation against the HMRC-published XSD where applicable.
4. Run business-rule validation or submit in the correct HMRC environment for the message type.
5. Record whether the payload is accepted without the listed error code or pattern."
1397,TDR-R-01397,Field-level requirement,Import declaration,Import H5: DE 6/18 Total Packages at H level is mandatory; cardinality 1x; format n..8.,CDS 03 Declaration Technical Completion Matrix for Imports | v3.92 | Data Completion Rules!177,CDS 03 Declaration Technical Completion Matrix for Imports,v3.92,Data Completion Rules row 177,https://developer.service.hmrc.gov.uk/guides/customs-declarations-end-to-end-service-guide/documentation/resources/CDS_Technical_Documentation.zip,2026-02-19,CDS10001 | CDS10010 | xml_validation_error,"- Import declaration context is H5.
- 6/18 Total Packages at H level is mandatory.
- Populate XML path Declaration/ TotalPackageQuantity only where this rule permits it.
- Respect cardinality 1x.
- Value conforms to HMRC format n..8.","1. Create a representative import declaration payload for H5.
2. Populate or omit 6/18 Total Packages according to the rule under test.
3. Run local schema validation against the HMRC-published XSD where applicable.
4. Run business-rule validation or submit in the correct HMRC environment for the message type.
5. Record whether the payload is accepted without the listed error code or pattern."
1398,TDR-R-01398,Field-level requirement,Import declaration,Import I1: DE 6/18 Total Packages at H level is mandatory; cardinality 1x; format n..8.,CDS 03 Declaration Technical Completion Matrix for Imports | v3.92 | Data Completion Rules!177,CDS 03 Declaration Technical Completion Matrix for Imports,v3.92,Data Completion Rules row 177,https://developer.service.hmrc.gov.uk/guides/customs-declarations-end-to-end-service-guide/documentation/resources/CDS_Technical_Documentation.zip,2026-02-19,CDS10001 | CDS10010 | xml_validation_error,"- Import declaration context is I1.
- 6/18 Total Packages at H level is mandatory.
- Populate XML path Declaration/ TotalPackageQuantity only where this rule permits it.
- Respect cardinality 1x.
- Value conforms to HMRC format n..8.","1. Create a representative import declaration payload for I1.
2. Populate or omit 6/18 Total Packages according to the rule under test.
3. Run local schema validation against the HMRC-published XSD where applicable.
4. Run business-rule validation or submit in the correct HMRC environment for the message type.
5. Record whether the payload is accepted without the listed error code or pattern."
